date,state,race,state_name,population,Cases,Deaths,Hosp,Tests
2020-06-14,VA,Black,Virginia,1607581,7655,333,missing,missing
2020-06-14,VA,Other,Virginia,446650,12452,167,missing,missing
2020-06-14,VA,Total,Virginia,9540142,54506,1546,missing,missing
2020-06-14,VA,White,Virginia,5208856,17317,932,missing,missing
2020-06-14,VT,AIAN,Vermont,2289,2,missing,missing,missing
2020-06-14,VT,Asian,Vermont,11549,47,2,missing,missing
2020-06-14,VT,Black,Vermont,9034,90,missing,missing,missing
2020-06-14,VT,Other,Vermont,5247,12,1,missing,missing
2020-06-14,VT,Total,Vermont,658581,1127,55,missing,missing
2020-06-14,VT,White,Vermont,577751,943,52,missing,missing
2020-06-14,WA,AIAN,Washington,121468,340,15,missing,missing
2020-06-14,WA,Asian,Washington,730596,1233,106,missing,missing
2020-06-14,WA,Black,Washington,307565,1141,38,missing,missing
2020-06-14,WA,Latinx,Washington,1059213,8136,135,missing,missing
2020-06-14,WA,Multiracial,Washington,836659,347,16,missing,missing
2020-06-14,WA,NHPI,Washington,64933,522,12,missing,missing
2020-06-14,WA,Other,Washington,513140,479,26,missing,missing
2020-06-14,WA,Total,Washington,8764494,25834,1217,missing,missing
2020-06-14,WA,White,Washington,5130920,6918,822,missing,missing
2020-06-14,WI,AIAN,Wisconsin,60428,231,9,missing,missing
2020-06-14,WI,Asian,Wisconsin,175702,893,19,missing,missing
2020-06-14,WI,Black,Wisconsin,376256,4252,169,missing,missing
2020-06-14,WI,Other,Wisconsin,182054,2880,7,missing,missing
2020-06-14,WI,Total,Wisconsin,6341008,22758,692,missing,missing
2020-06-14,WI,White,Wisconsin,4737545,12029,476,missing,missing
2020-06-14,WV,Black,West Virginia,65813,152,3,missing,missing
2020-06-14,WV,Other,West Virginia,12919,319,missing,missing,missing
2020-06-14,WV,Total,West Virginia,1828543,2290,88,missing,missing
2020-06-14,WV,White,West Virginia,1610749,1819,58,missing,missing
2020-06-14,WY,AIAN,Wyoming,13898,265,9,missing,missing
2020-06-14,WY,Asian,Wyoming,5212,5,0,missing,missing
2020-06-14,WY,Black,Wyoming,5232,9,0,missing,missing
2020-06-14,WY,Latinx,Wyoming,59046,104,1,missing,missing
2020-06-14,WY,NHPI,Wyoming,579,3,missing,missing,missing
2020-06-14,WY,Other,Wyoming,20083,27,0,missing,missing
2020-06-14,WY,Total,Wyoming,635897,841,18,missing,missing
2020-06-14,WY,White,Wyoming,488374,414,7,missing,missing
2020-06-17,AK,AIAN,Alaska,111575,78,2,7,missing
2020-06-17,AK,Asian,Alaska,44032,59,2,7,missing
2020-06-17,AK,Black,Alaska,21898,17,0,0,missing
2020-06-17,AK,Multiracial,Alaska,89524,24,0,0,missing
2020-06-17,AK,NHPI,Alaska,12698,17,1,5,missing
2020-06-17,AK,Other,Alaska,18272,17,0,4,missing
2020-06-17,AK,Total,Alaska,783215,696,12,55,missing
2020-06-17,AK,White,Alaska,435392,398,7,31,missing
2020-06-17,AL,Asian,Alabama,76660,118,5,missing,missing
2020-06-17,AL,Black,Alabama,1296162,11080,359,missing,missing
2020-06-17,AL,Other,Alabama,137443,1447,12,missing,missing
2020-06-17,AL,Total,Alabama,5288326,27312,790,missing,missing
2020-06-17,AL,White,Alabama,3220452,9481,380,missing,missing
2020-06-17,AR,AIAN,Arkansas,27177,40,missing,missing,missing
2020-06-17,AR,Asian,Arkansas,51839,123,1,missing,missing
2020-06-17,AR,Black,Arkansas,453783,3575,61,missing,missing
2020-06-17,AR,NHPI,Arkansas,14533,806,10,missing,missing
2020-06-17,AR,Other,Arkansas,136105,1516,9,missing,missing
2020-06-17,AR,Total,Arkansas,3268371,13606,197,missing,missing
2020-06-17,AR,White,Arkansas,2114512,6303,110,missing,missing
2020-06-17,AZ,AIAN,Arizona,319512,4301,219,651,missing
2020-06-17,AZ,Asian,Arizona,257430,351,15,65,missing
2020-06-17,AZ,Black,Arizona,339150,1087,37,194,missing
2020-06-17,AZ,Latinx,Arizona,2192253,10518,244,1225,missing
2020-06-17,AZ,Other,Arizona,899870,1048,21,83,missing
2020-06-17,AZ,Total,Arizona,9343755,40924,1239,3861,missing
2020-06-17,AZ,White,Arizona,4322337,7115,544,1351,missing
2020-06-17,CA,AIAN,California,631016,209,14,missing,missing
2020-06-17,CA,Asian,California,6085947,8538,734,missing,missing
2020-06-17,CA,Black,California,2237044,5128,479,missing,missing
2020-06-17,CA,Latinx,California,15579652,63202,2029,missing,missing
2020-06-17,CA,Multiracial,California,5760235,803,36,missing,missing
2020-06-17,CA,NHPI,California,157263,767,23,missing,missing
2020-06-17,CA,Other,California,8370596,13325,40,missing,missing
2020-06-17,CA,Total,California,55117875,157015,5208,missing,missing
2020-06-17,CA,White,California,16296122,19766,1660,missing,missing
2020-06-17,CO,AIAN,Colorado,74129,163,8,missing,missing
2020-06-17,CO,Asian,Colorado,199827,789,55,missing,missing
2020-06-17,CO,Black,Colorado,234828,1700,108,missing,missing
2020-06-17,CO,Latinx,Colorado,1263390,11438,343,missing,missing
2020-06-17,CO,Multiracial,Colorado,707670,228,14,missing,missing
2020-06-17,CO,NHPI,Colorado,10287,124,6,missing,missing
2020-06-17,CO,Other,Colorado,464046,246,7,missing,missing
2020-06-17,CO,Total,Colorado,7037104,29673,1631,missing,missing
2020-06-17,CO,White,Colorado,4082927,10228,1019,missing,missing
2020-06-17,CT,Asian,Connecticut,172455,661,45,missing,missing
2020-06-17,CT,Black,Connecticut,388675,5908,627,missing,missing
2020-06-17,CT,Latinx,Connecticut,623293,8378,357,missing,missing
2020-06-17,CT,Other,Connecticut,299133,253,17,missing,missing
2020-06-17,CT,Total,Connecticut,4229237,45429,4219,missing,missing
2020-06-17,CT,White,Connecticut,2395128,15676,3080,missing,missing
2020-06-17,DC,AIAN,District of Columbia,3193,25,missing,missing,missing
2020-06-17,DC,Asian,District of Columbia,33545,159,7,missing,missing
2020-06-17,DC,Black,District of Columbia,285810,4932,388,missing,missing
2020-06-17,DC,Latinx,District of Columbia,77652,missing,67,missing,missing
2020-06-17,DC,NHPI,District of Columbia,432,29,missing,missing,missing
2020-06-17,DC,Other,District of Columbia,37294,2438,5,missing,missing
2020-06-17,DC,Total,District of Columbia,767197,9847,523,missing,missing
2020-06-17,DC,White,District of Columbia,273194,1989,56,missing,missing
2020-06-17,DE,AIAN,Delaware,5148,missing,missing,missing,0
2020-06-17,DE,Asian,Delaware,42699,159,1,missing,1401
2020-06-17,DE,Black,Delaware,218899,2779,114,missing,19209
2020-06-17,DE,Latinx,Delaware,104290,2988,27,missing,8392
2020-06-17,DE,Multiracial,Delaware,76518,missing,missing,missing,0
2020-06-17,DE,NHPI,Delaware,412,missing,missing,missing,0
2020-06-17,DE,Other,Delaware,48509,509,4,missing,4206
2020-06-17,DE,Total,Delaware,1094238,10444,426,missing,86593
2020-06-17,DE,White,Delaware,597763,3045,259,missing,35206
2020-06-17,FL,Black,Florida,3246381,15028,627,3105,missing
2020-06-17,FL,Latinx,Florida,5697240,29513,738,4317,missing
2020-06-17,FL,Other,Florida,1564282,2864,96,488,missing
2020-06-17,FL,Total,Florida,27235427,82719,3018,12389,missing
2020-06-17,FL,White,Florida,12422961,19886,1471,4211,missing
2020-06-17,GA,AIAN,Georgia,50618,49,3,missing,missing
2020-06-17,GA,Asian,Georgia,479028,925,39,missing,missing
2020-06-17,GA,Black,Georgia,3320513,18254,1230,missing,missing
2020-06-17,GA,Latinx,Georgia,1123457,9372,122,missing,missing
2020-06-17,GA,NHPI,Georgia,7299,51,5,missing,missing
2020-06-17,GA,Other,Georgia,555059,1202,5,missing,missing
2020-06-17,GA,Total,Georgia,11835365,60030,2575,missing,missing
2020-06-17,GA,White,Georgia,5555483,15376,1150,missing,missing
2020-06-17,HI,Asian,Hawaii,541902,242,missing,missing,missing
2020-06-17,HI,Black,Hawaii,23417,7,missing,missing,missing
2020-06-17,HI,NHPI,Hawaii,157445,158,missing,missing,missing
2020-06-17,HI,Other,Hawaii,26747,22,missing,missing,missing
2020-06-17,HI,Total,Hawaii,1594194,744,17,missing,missing
2020-06-17,HI,White,Hawaii,333261,158,missing,missing,missing
2020-06-17,IA,AIAN,Iowa,14486,245,6,missing,missing
2020-06-17,IA,Asian,Iowa,75629,1716,20,missing,missing
2020-06-17,IA,Black,Iowa,131972,2452,33,missing,missing
2020-06-17,IA,NHPI,Iowa,5758,245,13,missing,missing
2020-06-17,IA,Other,Iowa,88720,245,0,missing,missing
2020-06-17,IA,Total,Iowa,3406355,24523,675,missing,missing
2020-06-17,IA,White,Iowa,2694521,15206,533,missing,missing
2020-06-17,ID,AIAN,Idaho,25621,58,missing,missing,missing
2020-06-17,ID,Asian,Idaho,26836,48,2,missing,missing
2020-06-17,ID,Black,Idaho,15726,64,1,missing,missing
2020-06-17,ID,Multiracial,Idaho,153205,138,missing,missing,missing
2020-06-17,ID,NHPI,Idaho,3726,12,missing,missing,missing
2020-06-17,ID,Other,Idaho,103632,410,1,missing,missing
2020-06-17,ID,Total,Idaho,2078513,3632,88,missing,missing
2020-06-17,ID,White,Idaho,1510360,1897,84,missing,missing
2020-06-17,IL,AIAN,Illinois,96498,204,9,missing,930
2020-06-17,IL,Asian,Illinois,754878,3872,306,missing,18599
2020-06-17,IL,Black,Illinois,1808271,22296,1832,missing,105930
2020-06-17,IL,Latinx,Illinois,2337410,43765,1301,missing,109055
2020-06-17,IL,Multiracial,Illinois,1144984,missing,missing,missing,0
2020-06-17,IL,NHPI,Illinois,4501,339,5,missing,1471
2020-06-17,IL,Other,Illinois,1135149,4798,45,missing,41319
2020-06-17,IL,Total,Illinois,15149918,134185,6485,missing,1258328
2020-06-17,IL,White,Illinois,7868227,26830,2856,missing,326215
2020-06-17,IN,AIAN,Indiana,26086,missing,missing,missing,0
2020-06-17,IN,Asian,Indiana,167959,650,11,missing,3014
2020-06-17,IN,Black,Indiana,648513,5234,345,missing,32831
2020-06-17,IN,Latinx,Indiana,554191,missing,missing,missing,0
2020-06-17,IN,Multiracial,Indiana,436726,missing,missing,missing,0
2020-06-17,IN,NHPI,Indiana,3137,missing,missing,missing,0
2020-06-17,IN,Other,Indiana,261312,7489,295,missing,52590
2020-06-17,IN,Total,Indiana,7339719,41013,2289,missing,371182
2020-06-17,IN,White,Indiana,5241795,18254,1469,missing,205776
2020-06-17,KS,AIAN,Kansas,30995,78,2,5,633
2020-06-17,KS,Asian,Kansas,86273,716,8,43,2206
2020-06-17,KS,Black,Kansas,168809,1113,60,182,7135
2020-06-17,KS,Latinx,Kansas,382603,missing,missing,missing,0
2020-06-17,KS,Multiracial,Kansas,280507,missing,missing,missing,0
2020-06-17,KS,NHPI,Kansas,3412,missing,missing,missing,0
2020-06-17,KS,Other,Kansas,145422,366,3,52,8100
2020-06-17,KS,Total,Kansas,3320483,11681,247,1011,146116
2020-06-17,KS,White,Kansas,2222462,7472,172,672,75048
2020-06-17,KY,AIAN,Kentucky,12801,27,missing,missing,missing
2020-06-17,KY,Asian,Kentucky,74426,427,8,missing,missing
2020-06-17,KY,Black,Kentucky,362417,1351,82,missing,missing
2020-06-17,KY,Multiracial,Kentucky,244840,552,9,missing,missing
2020-06-17,KY,NHPI,Kentucky,3681,30,missing,missing,missing
2020-06-17,KY,Total,Kentucky,4713690,12995,518,missing,missing
2020-06-17,KY,White,Kentucky,3711254,6533,385,missing,missing
2020-06-17,LA,AIAN,Louisiana,31657,missing,3,missing,missing
2020-06-17,LA,Asian,Louisiana,86438,missing,23,missing,missing
2020-06-17,LA,Black,Louisiana,1464023,missing,1618,missing,missing
2020-06-17,LA,NHPI,Louisiana,1911,missing,2,missing,missing
2020-06-17,LA,Other,Louisiana,142699,missing,17,missing,missing
2020-06-17,LA,Total,Louisiana,4980306,48634,3062,missing,missing
2020-06-17,LA,White,Louisiana,2657652,missing,1365,missing,missing
2020-06-17,MA,Asian,Massachusetts,507934,2229,208,349,missing
2020-06-17,MA,Black,Massachusetts,494029,9978,634,1267,missing
2020-06-17,MA,Latinx,Massachusetts,887685,20274,525,1453,missing
2020-06-17,MA,Other,Massachusetts,496731,5413,518,852,missing
2020-06-17,MA,Total,Massachusetts,7917602,106151,7734,10925,missing
2020-06-17,MA,White,Massachusetts,4896037,31314,5684,5244,missing
2020-06-17,MD,Asian,Maryland,420944,1225,116,missing,missing
2020-06-17,MD,Black,Maryland,1820472,18017,1221,missing,missing
2020-06-17,MD,Latinx,Maryland,729745,17020,311,missing,missing
2020-06-17,MD,Other,Maryland,410941,3172,31,missing,missing
2020-06-17,MD,Total,Maryland,6906969,62969,2996,missing,missing
2020-06-17,MD,White,Maryland,3007874,12244,1281,missing,missing
2020-06-17,ME,AIAN,Maine,7885,7,missing,0,missing
2020-06-17,ME,Asian,Maine,16798,39,missing,5,missing
2020-06-17,ME,Black,Maine,25752,668,1,31,missing
2020-06-17,ME,Multiracial,Maine,64710,16,missing,0,missing
2020-06-17,ME,NHPI,Maine,443,1,missing,0,missing
2020-06-17,ME,Other,Maine,9730,57,1,5,missing
2020-06-17,ME,Total,Maine,1388968,2836,102,323,missing
2020-06-17,ME,White,Maine,1237041,1698,89,260,missing
2020-06-17,MI,AIAN,Michigan,61261,253,19,missing,missing
2020-06-17,MI,Asian,Michigan,334300,1492,79,missing,missing
2020-06-17,MI,Black,Michigan,1376579,19667,2404,missing,missing
2020-06-17,MI,Multiracial,Michigan,635315,4610,96,missing,missing
2020-06-17,MI,Other,Michigan,221851,3618,115,missing,missing
2020-06-17,MI,Total,Michigan,10641753,66497,6036,missing,missing
2020-06-17,MI,White,Michigan,7444974,25430,3110,missing,missing
2020-06-17,MN,AIAN,Minnesota,68641,269,17,75,missing
2020-06-17,MN,Asian,Minnesota,299190,2247,41,321,missing
2020-06-17,MN,Black,Minnesota,398434,6807,95,728,missing
2020-06-17,MN,Multiracial,Minnesota,345721,637,7,64,missing
2020-06-17,MN,NHPI,Minnesota,2918,78,1,6,missing
2020-06-17,MN,Other,Minnesota,168444,4087,18,253,missing
2020-06-17,MN,Total,Minnesota,6052134,31296,1325,3689,missing
2020-06-17,MN,White,Minnesota,4423146,11602,936,1529,missing
2020-06-17,MO,Black,Missouri,699840,4990,319,missing,missing
2020-06-17,MO,Multiracial,Missouri,413171,403,8,missing,missing
2020-06-17,MO,Other,Missouri,127942,1143,24,missing,missing
2020-06-17,MO,Total,Missouri,6457981,16625,909,missing,missing
2020-06-17,MO,White,Missouri,4740335,7285,528,missing,missing
2020-06-17,MS,AIAN,Mississippi,16450,981,51,missing,missing
2020-06-17,MS,Asian,Mississippi,32709,64,0,missing,missing
2020-06-17,MS,Black,Mississippi,1084481,10671,476,missing,missing
2020-06-17,MS,Latinx,Mississippi,105220,1134,15,missing,missing
2020-06-17,MS,Other,Mississippi,56860,1056,5,missing,missing
2020-06-17,MS,Total,Mississippi,3066499,20641,938,missing,missing
2020-06-17,MS,White,Mississippi,1658893,5466,388,missing,missing
2020-06-17,MT,AIAN,Montana,67612,83,4,missing,missing
2020-06-17,MT,Asian,Montana,8300,1,missing,missing,missing
2020-06-17,MT,Black,Montana,5484,2,missing,missing,missing
2020-06-17,MT,Other,Montana,14089,9,missing,missing,missing
2020-06-17,MT,Total,Montana,1129424,630,20,missing,missing
2020-06-17,MT,White,Montana,916524,514,13,missing,missing
2020-06-17,NC,AIAN,North Carolina,130032,325,9,missing,missing
2020-06-17,NC,Asian,North Carolina,343051,788,18,missing,missing
2020-06-17,NC,Black,North Carolina,2140217,8344,377,missing,missing
2020-06-17,NC,NHPI,North Carolina,8518,136,3,missing,missing
2020-06-17,NC,Other,North Carolina,617390,5266,53,missing,missing
2020-06-17,NC,Total,North Carolina,11557984,46855,1168,missing,missing
2020-06-17,NC,White,North Carolina,6488459,17687,670,missing,missing
2020-06-17,ND,Total,North Dakota,812506,3166,74,missing,missing
2020-06-17,NE,AIAN,Nebraska,23102,126,1,12,missing
2020-06-17,NE,Asian,Nebraska,52951,883,9,67,missing
2020-06-17,NE,Black,Nebraska,96535,883,10,55,missing
2020-06-17,NE,NHPI,Nebraska,1534,12,0,0,missing
2020-06-17,NE,Other,Nebraska,105167,1299,3,45,missing
2020-06-17,NE,Total,Nebraska,2196219,17226,234,1141,missing
2020-06-17,NE,White,Nebraska,1538052,7066,114,593,missing
2020-06-17,NH,Asian,New Hampshire,35871,138,3,13,missing
2020-06-17,NH,Black,New Hampshire,20127,280,6,26,missing
2020-06-17,NH,Latinx,New Hampshire,59454,441,9,49,missing
2020-06-17,NH,Other,New Hampshire,24102,255,10,12,missing
2020-06-17,NH,Total,New Hampshire,1436983,5436,330,531,missing
2020-06-17,NH,White,New Hampshire,1216203,3305,244,387,missing
2020-06-17,NJ,Asian,New Jersey,950090,4844,692,1027,missing
2020-06-17,NJ,Black,New Jersey,1219770,16283,2248,3783,missing
2020-06-17,NJ,Latinx,New Jersey,2002575,28723,2467,5209,missing
2020-06-17,NJ,Other,New Jersey,1048641,11201,206,741,missing
2020-06-17,NJ,Total,New Jersey,11291569,167703,12769,19010,missing
2020-06-17,NJ,White,New Jersey,5112280,33627,6550,8231,missing
2020-06-17,NM,AIAN,New Mexico,212241,5456,236,missing,missing
2020-06-17,NM,Asian,New Mexico,37469,62,1,missing,missing
2020-06-17,NM,Black,New Mexico,45904,204,4,missing,missing
2020-06-17,NM,Latinx,New Mexico,1010811,2723,59,missing,missing
2020-06-17,NM,Total,New Mexico,3128333,10065,452,missing,missing
2020-06-17,NM,White,New Mexico,1078937,1165,98,missing,missing
2020-06-17,NV,AIAN,Nevada,43932,57,3,missing,missing
2020-06-17,NV,Asian,Nevada,272703,772,66,missing,missing
2020-06-17,NV,Black,Nevada,304739,803,58,missing,missing
2020-06-17,NV,Latinx,Nevada,890257,3342,73,missing,missing
2020-06-17,NV,Other,Nevada,435757,336,12,missing,missing
2020-06-17,NV,Total,Nevada,3994871,11842,473,missing,missing
2020-06-17,NV,White,Nevada,1588463,2511,220,missing,missing
2020-06-17,NY,Asian,New York,1933127,missing,1595,missing,missing
2020-06-17,NY,Black,New York,2986172,missing,5925,missing,missing
2020-06-17,NY,Latinx,New York,3948032,missing,6269,missing,missing
2020-06-17,NY,Other,New York,2210633,missing,1762,missing,missing
2020-06-17,NY,Total,New York,24149281,385142,26564,missing,missing
2020-06-17,NY,White,New York,11143349,missing,8078,missing,missing
2020-06-17,OH,AIAN,Ohio,30720,52,missing,6,missing
2020-06-17,OH,Asian,Ohio,298509,1368,27,164,missing
2020-06-17,OH,Black,Ohio,1478781,10616,472,2194,missing
2020-06-17,OH,Multiracial,Ohio,681372,1718,34,259,missing
2020-06-17,OH,NHPI,Ohio,5034,101,missing,20,missing
2020-06-17,OH,Other,Ohio,224344,3252,17,328,missing
2020-06-17,OH,Total,Ohio,12320756,42422,2611,7051,missing
2020-06-17,OH,White,Ohio,9080688,21470,2040,3884,missing
2020-06-17,OK,AIAN,Oklahoma,332791,610,25,missing,missing
2020-06-17,OK,Asian,Oklahoma,90949,507,4,missing,missing
2020-06-17,OK,Black,Oklahoma,289961,749,28,missing,missing
2020-06-17,OK,Other,Oklahoma,214001,364,9,missing,missing
2020-06-17,OK,Total,Oklahoma,4431284,8904,364,missing,missing
2020-06-17,OK,White,Oklahoma,2514885,5479,279,missing,missing
2020-06-17,OR,AIAN,Oregon,62993,128,3,15,missing
2020-06-17,OR,Asian,Oregon,194538,236,8,42,missing
2020-06-17,OR,Black,Oregon,82655,231,6,38,missing
2020-06-17,OR,Multiracial,Oregon,443339,189,2,20,missing
2020-06-17,OR,NHPI,Oregon,19204,162,3,31,missing
2020-06-17,OR,Other,Oregon,265431,1796,14,200,missing
2020-06-17,OR,Total,Oregon,4826013,6218,183,929,missing
2020-06-17,OR,White,Oregon,3169096,2689,135,536,missing
2020-06-17,PA,Asian,Pennsylvania,510501,1200,144,missing,missing
2020-06-17,PA,Black,Pennsylvania,1423169,10100,1296,missing,missing
2020-06-17,PA,Other,Pennsylvania,508531,545,303,missing,missing
2020-06-17,PA,Total,Pennsylvania,14052315,79818,6319,missing,missing
2020-06-17,PA,White,Pennsylvania,9750687,23100,4419,missing,missing
2020-06-17,PR,Total,Puerto Rico,6534917,6003,147,missing,missing
2020-06-17,RI,Black,Rhode Island,62168,1496,44,174,missing
2020-06-17,RI,Latinx,Rhode Island,182101,5529,72,491,missing
2020-06-17,RI,Multiracial,Rhode Island,101794,327,0,55,missing
2020-06-17,RI,Other,Rhode Island,103615,445,11,46,missing
2020-06-17,RI,Total,Rhode Island,1279480,16213,876,1898,missing
2020-06-17,RI,White,Rhode Island,782920,4303,583,721,missing
2020-06-17,SC,Asian,South Carolina,90466,345,5,missing,missing
2020-06-17,SC,Black,South Carolina,1280531,6389,273,missing,missing
2020-06-17,SC,Other,South Carolina,177876,1727,11,missing,missing
2020-06-17,SC,Total,South Carolina,5471263,20556,617,missing,missing
2020-06-17,SC,White,South Carolina,3243442,7426,267,missing,missing
2020-06-17,SD,AIAN,South Dakota,77748,780,missing,missing,missing
2020-06-17,SD,Asian,South Dakota,13476,668,missing,missing,missing
2020-06-17,SD,Black,South Dakota,17842,954,missing,missing,missing
2020-06-17,SD,Latinx,South Dakota,38741,999,missing,missing,missing
2020-06-17,SD,Other,South Dakota,15057,669,missing,missing,missing
2020-06-17,SD,Total,South Dakota,925408,6050,78,missing,missing
2020-06-17,SD,White,South Dakota,715336,1980,missing,missing,missing
2020-06-17,TN,Asian,Tennessee,135615,487,10,missing,missing
2020-06-17,TN,Black,Tennessee,1092948,6801,166,missing,missing
2020-06-17,TN,Other,Tennessee,246282,5209,23,missing,missing
2020-06-17,TN,Total,Tennessee,7390027,32143,497,missing,missing
2020-06-17,TN,White,Tennessee,4990938,13596,282,missing,missing
2020-06-17,TX,Asian,Texas,1585480,563,13,missing,missing
2020-06-17,TX,Black,Texas,3552997,2182,85,missing,missing
2020-06-17,TX,Latinx,Texas,11441717,6382,171,missing,missing
2020-06-17,TX,Other,Texas,3951366,109,5,missing,missing
2020-06-17,TX,Total,Texas,40587222,96335,2062,missing,missing
2020-06-17,TX,White,Texas,14609365,5027,269,missing,missing
2020-06-17,UT,AIAN,Utah,41644,459,7,54,missing
2020-06-17,UT,Asian,Utah,80438,367,7,20,missing
2020-06-17,UT,Black,Utah,40058,480,5,32,missing
2020-06-17,UT,Latinx,Utah,492912,6522,37,422,missing
2020-06-17,UT,NHPI,Utah,36930,606,8,83,missing
2020-06-17,UT,Other,Utah,220120,1865,12,131,missing
2020-06-17,UT,Total,Utah,3764528,15344,149,1102,missing
2020-06-17,UT,White,Utah,2573413,5279,83,452,missing
2020-06-17,VA,AIAN,Virginia,40007,65,1,4,missing
2020-06-17,VA,Asian,Virginia,615436,1896,91,326,missing
2020-06-17,VA,Black,Virginia,1607581,7852,342,1388,missing
2020-06-17,VA,Latinx,Virginia,908749,19032,159,1925,missing
2020-06-17,VA,Multiracial,Virginia,705707,146,0,14,missing
2020-06-17,VA,Other,Virginia,446650,1459,25,132,missing
2020-06-17,VA,Total,Virginia,9540142,55775,1583,5692,missing
2020-06-17,VA,White,Virginia,5208856,11518,858,1683,missing
2020-06-17,VT,AIAN,Vermont,2289,2,missing,missing,missing
2020-06-17,VT,Asian,Vermont,11549,48,2,missing,missing
2020-06-17,VT,Black,Vermont,9034,89,missing,missing,missing
2020-06-17,VT,Other,Vermont,5247,12,1,missing,missing
2020-06-17,VT,Total,Vermont,658581,1130,55,missing,missing
2020-06-17,VT,White,Vermont,577751,946,52,missing,missing
2020-06-17,WA,AIAN,Washington,121468,359,16,52,missing
2020-06-17,WA,Asian,Washington,730596,1246,106,237,missing
2020-06-17,WA,Black,Washington,307565,1175,37,167,missing
2020-06-17,WA,Latinx,Washington,1059213,8579,132,807,missing
2020-06-17,WA,Multiracial,Washington,836659,355,15,37,missing
2020-06-17,WA,NHPI,Washington,64933,558,12,72,missing
2020-06-17,WA,Other,Washington,513140,495,26,60,missing
2020-06-17,WA,Total,Washington,8764494,26784,1226,3938,missing
2020-06-17,WA,White,Washington,5130920,7088,833,1495,missing
2020-06-17,WI,AIAN,Wisconsin,60428,236,9,missing,missing
2020-06-17,WI,Asian,Wisconsin,175702,931,20,missing,missing
2020-06-17,WI,Black,Wisconsin,376256,4341,173,missing,missing
2020-06-17,WI,Other,Wisconsin,182054,2884,7,missing,missing
2020-06-17,WI,Total,Wisconsin,6341008,23454,712,missing,missing
2020-06-17,WI,White,Wisconsin,4737545,12544,489,missing,missing
2020-06-17,WV,Black,West Virginia,65813,164,3,missing,missing
2020-06-17,WV,Other,West Virginia,12919,317,missing,missing,missing
2020-06-17,WV,Total,West Virginia,1828543,2376,88,missing,missing
2020-06-17,WV,White,West Virginia,1610749,1895,58,missing,missing
2020-06-17,WY,AIAN,Wyoming,13898,275,9,missing,missing
2020-06-17,WY,Asian,Wyoming,5212,5,0,missing,missing
2020-06-17,WY,Black,Wyoming,5232,9,0,missing,missing
2020-06-17,WY,Latinx,Wyoming,59046,106,1,missing,missing
2020-06-17,WY,NHPI,Wyoming,579,4,missing,missing,missing
2020-06-17,WY,Other,Wyoming,20083,28,0,missing,missing
2020-06-17,WY,Total,Wyoming,635897,884,18,missing,missing
2020-06-17,WY,White,Wyoming,488374,444,7,missing,missing
2020-06-21,AK,AIAN,Alaska,111575,83,2,7,missing
2020-06-21,AK,Asian,Alaska,44032,58,2,8,missing
2020-06-21,AK,Black,Alaska,21898,19,0,0,missing
2020-06-21,AK,Multiracial,Alaska,89524,26,0,0,missing
2020-06-21,AK,NHPI,Alaska,12698,18,1,5,missing
2020-06-21,AK,Other,Alaska,18272,16,0,4,missing
2020-06-21,AK,Total,Alaska,783215,755,12,61,missing
2020-06-21,AK,White,Alaska,435392,430,7,37,missing
2020-06-21,AL,Asian,Alabama,76660,118,5,missing,missing
2020-06-21,AL,Black,Alabama,1296162,11080,359,missing,missing
2020-06-21,AL,Other,Alabama,137443,1447,12,missing,missing
2020-06-21,AL,Total,Alabama,5288326,27312,790,missing,missing
2020-06-21,AL,White,Alabama,3220452,9481,380,missing,missing
2020-06-21,AR,AIAN,Arkansas,27177,43,missing,missing,missing
2020-06-21,AR,Asian,Arkansas,51839,155,1,missing,missing
2020-06-21,AR,Black,Arkansas,453783,3823,65,missing,missing
2020-06-21,AR,NHPI,Arkansas,14533,978,13,missing,missing
2020-06-21,AR,Other,Arkansas,136105,1884,14,missing,missing
2020-06-21,AR,Total,Arkansas,3268371,15561,225,missing,missing
2020-06-21,AR,White,Arkansas,2114512,7226,124,missing,missing
2020-06-21,AZ,AIAN,Arizona,319512,5358,241,668,missing
2020-06-21,AZ,Asian,Arizona,257430,403,16,68,missing
2020-06-21,AZ,Black,Arizona,339150,1378,43,213,missing
2020-06-21,AZ,Latinx,Arizona,2192253,13882,273,1400,missing
2020-06-21,AZ,Other,Arizona,899870,1066,23,74,missing
2020-06-21,AZ,Total,Arizona,9343755,52390,1339,4161,missing
2020-06-21,AZ,White,Arizona,4322337,8948,622,1509,missing
2020-06-21,CA,AIAN,California,631016,227,15,missing,missing
2020-06-21,CA,Asian,California,6085947,8941,774,missing,missing
2020-06-21,CA,Black,California,2237044,5485,501,missing,missing
2020-06-21,CA,Latinx,California,15579652,69392,2170,missing,missing
2020-06-21,CA,Multiracial,California,5760235,886,37,missing,missing
2020-06-21,CA,NHPI,California,157263,796,22,missing,missing
2020-06-21,CA,Other,California,8370596,15321,47,missing,missing
2020-06-21,CA,Total,California,55117875,173824,5495,missing,missing
2020-06-21,CA,White,California,16296122,21177,1779,missing,missing
2020-06-21,CO,AIAN,Colorado,74129,164,9,missing,missing
2020-06-21,CO,Asian,Colorado,199827,800,56,missing,missing
2020-06-21,CO,Black,Colorado,234828,1728,109,missing,missing
2020-06-21,CO,Latinx,Colorado,1263390,11693,346,missing,missing
