date,state,race,state_name,population,Cases,Deaths,Hosp,Tests
2021-01-20,CO,Total,Colorado,7037104,379227,5422,missing,missing
2021-01-20,CO,White,Colorado,4082927,148695,3415,missing,missing
2021-01-20,CT,AIAN,Connecticut,16051,350,3,missing,missing
2021-01-20,CT,Asian,Connecticut,172455,2378,77,missing,missing
2021-01-20,CT,Black,Connecticut,388675,16312,844,missing,missing
2021-01-20,CT,Latinx,Connecticut,623293,35614,651,missing,missing
2021-01-20,CT,Multiracial,Connecticut,332904,11645,166,missing,missing
2021-01-20,CT,Other,Connecticut,299133,11740,30,missing,missing
2021-01-20,CT,Total,Connecticut,4229237,234134,6726,missing,missing
2021-01-20,CT,White,Connecticut,2395128,68401,4847,missing,missing
2021-01-20,DC,AIAN,District of Columbia,3193,71,missing,missing,missing
2021-01-20,DC,Asian,District of Columbia,33545,732,11,missing,missing
2021-01-20,DC,Black,District of Columbia,285810,16473,638,missing,missing
2021-01-20,DC,Latinx,District of Columbia,77652,missing,110,missing,missing
2021-01-20,DC,NHPI,District of Columbia,432,70,missing,missing,missing
2021-01-20,DC,Other,District of Columbia,37294,8137,0,missing,missing
2021-01-20,DC,Total,District of Columbia,767197,34403,863,missing,missing
2021-01-20,DC,White,District of Columbia,273194,8707,90,missing,missing
2021-01-20,DE,Asian,Delaware,42699,1445,10,missing,13658
2021-01-20,DE,Black,Delaware,218899,16319,238,missing,101513
2021-01-20,DE,Latinx,Delaware,104290,12223,63,missing,46898
2021-01-20,DE,Other,Delaware,48509,4310,14,missing,51935
2021-01-20,DE,Total,Delaware,1094238,71775,1026,missing,560500
2021-01-20,DE,White,Delaware,597763,33669,700,missing,274131
2021-01-20,FL,Black,Florida,3246381,193944,3926,13926,missing
2021-01-20,FL,Latinx,Florida,5697240,494728,5848,17983,missing
2021-01-20,FL,Other,Florida,1564282,111708,1047,3633,missing
2021-01-20,FL,Total,Florida,27235427,1601011,24965,69954,missing
2021-01-20,FL,White,Florida,12422961,527251,13118,31722,missing
2021-01-20,GA,AIAN,Georgia,50618,422,9,missing,missing
2021-01-20,GA,Asian,Georgia,479028,14015,200,missing,missing
2021-01-20,GA,Black,Georgia,3320513,177781,4092,missing,missing
2021-01-20,GA,Latinx,Georgia,1123457,73760,661,missing,missing
2021-01-20,GA,NHPI,Georgia,7299,628,6,missing,missing
2021-01-20,GA,Other,Georgia,555059,28208,52,missing,missing
2021-01-20,GA,Total,Georgia,11835365,695400,12778,missing,missing
2021-01-20,GA,White,Georgia,5555483,262063,6304,missing,missing
2021-01-20,HI,Asian,Hawaii,541902,5345,174,484,missing
2021-01-20,HI,Black,Hawaii,23417,441,5,11,missing
2021-01-20,HI,NHPI,Hawaii,157445,7073,95,587,missing
2021-01-20,HI,Other,Hawaii,26747,840,5,30,missing
2021-01-20,HI,Total,Hawaii,1594194,24620,325,1996,missing
2021-01-20,HI,White,Hawaii,333261,3023,30,126,missing
2021-01-20,IA,AIAN,Iowa,14486,888,12,missing,missing
2021-01-20,IA,Asian,Iowa,75629,3079,55,missing,missing
2021-01-20,IA,Black,Iowa,131972,9238,105,missing,missing
2021-01-20,IA,NHPI,Iowa,5758,824,15,missing,missing
2021-01-20,IA,Other,Iowa,88720,2379,44,missing,missing
2021-01-20,IA,Total,Iowa,3406355,307940,4394,missing,missing
2021-01-20,IA,White,Iowa,2694521,184764,4077,missing,missing
2021-01-20,ID,AIAN,Idaho,25621,1899,32,missing,missing
2021-01-20,ID,Asian,Idaho,26836,1070,14,missing,missing
2021-01-20,ID,Black,Idaho,15726,913,8,missing,missing
2021-01-20,ID,NHPI,Idaho,3726,357,missing,missing,missing
2021-01-20,ID,Other,Idaho,103632,12087,36,missing,missing
2021-01-20,ID,Total,Idaho,2078513,157588,1635,missing,missing
2021-01-20,ID,White,Idaho,1510360,88596,1532,missing,missing
2021-01-20,IL,AIAN,Illinois,96498,1301,23,missing,11811
2021-01-20,IL,Asian,Illinois,754878,22884,662,missing,526120
2021-01-20,IL,Black,Illinois,1808271,97768,3326,missing,1085804
2021-01-20,IL,Latinx,Illinois,2337410,198666,2903,missing,1033608
2021-01-20,IL,NHPI,Illinois,4501,987,16,missing,14441
2021-01-20,IL,Other,Illinois,1135149,37070,113,missing,440081
2021-01-20,IL,Total,Illinois,15149918,1081354,20285,missing,14984649
2021-01-20,IL,White,Illinois,7868227,397751,10722,missing,4787978
2021-01-20,IN,Asian,Indiana,167959,7878,55,missing,52979
2021-01-20,IN,Black,Indiana,648513,39617,750,missing,214147
2021-01-20,IN,Other,Indiana,261312,66186,1219,missing,339021
2021-01-20,IN,Total,Indiana,7339719,598313,9529,missing,2855991
2021-01-20,IN,White,Indiana,5241795,399122,6621,missing,1953796
2021-01-20,KS,AIAN,Kansas,30995,1807,27,61,6959
2021-01-20,KS,Asian,Kansas,86273,4768,40,152,20745
2021-01-20,KS,Black,Kansas,168809,12737,184,653,52321
2021-01-20,KS,Other,Kansas,145422,10413,195,516,37102
2021-01-20,KS,Total,Kansas,3320483,263412,3575,7930,1125705
2021-01-20,KS,White,Kansas,2222462,183359,2764,5975,700411
2021-01-20,KY,AIAN,Kentucky,12801,642,2,missing,missing
2021-01-20,KY,Asian,Kentucky,74426,3055,19,missing,missing
2021-01-20,KY,Black,Kentucky,362417,22268,265,missing,missing
2021-01-20,KY,Multiracial,Kentucky,244840,12872,79,missing,missing
2021-01-20,KY,NHPI,Kentucky,3681,282,1,missing,missing
2021-01-20,KY,Total,Kentucky,4713690,334321,3243,missing,missing
2021-01-20,KY,White,Kentucky,3711254,220641,2605,missing,missing
2021-01-20,LA,AIAN,Louisiana,31657,1217,10,missing,missing
2021-01-20,LA,Asian,Louisiana,86438,15359,58,missing,missing
2021-01-20,LA,Black,Louisiana,1464023,118103,3313,missing,missing
2021-01-20,LA,NHPI,Louisiana,1911,421,10,missing,missing
2021-01-20,LA,Other,Louisiana,142699,29800,32,missing,missing
2021-01-20,LA,Total,Louisiana,4980306,374582,8383,missing,missing
2021-01-20,LA,White,Louisiana,2657652,182897,4934,missing,missing
2021-01-20,MA,AIAN,Massachusetts,24018,408,11,11,missing
2021-01-20,MA,Asian,Massachusetts,507934,12410,346,614,missing
2021-01-20,MA,Black,Massachusetts,494029,29226,950,1768,missing
2021-01-20,MA,Latinx,Massachusetts,887685,104573,1045,2685,missing
2021-01-20,MA,NHPI,Massachusetts,2301,125,5,7,missing
2021-01-20,MA,Other,Massachusetts,496731,36536,1070,1625,missing
2021-01-20,MA,Total,Massachusetts,7917602,481040,13829,17556,missing
2021-01-20,MA,White,Massachusetts,4896037,173346,10331,9131,missing
2021-01-20,MD,Asian,Maryland,420944,7166,231,missing,missing
2021-01-20,MD,Black,Maryland,1820472,94096,2378,missing,missing
2021-01-20,MD,Latinx,Maryland,729745,55152,633,missing,missing
2021-01-20,MD,Other,Maryland,410941,15570,65,missing,missing
2021-01-20,MD,Total,Maryland,6906969,332353,6689,missing,missing
2021-01-20,MD,White,Maryland,3007874,112492,3325,missing,missing
2021-01-20,ME,AIAN,Maine,7885,100,3,6,missing
2021-01-20,ME,Asian,Maine,16798,388,0,18,missing
2021-01-20,ME,Black,Maine,25752,1884,7,57,missing
2021-01-20,ME,Multiracial,Maine,64710,343,0,5,missing
2021-01-20,ME,NHPI,Maine,443,16,0,1,missing
2021-01-20,ME,Other,Maine,9730,763,4,21,missing
2021-01-20,ME,Total,Maine,1388968,34963,530,1287,missing
2021-01-20,ME,White,Maine,1237041,27102,436,1110,missing
2021-01-20,MI,AIAN,Michigan,61261,3140,67,missing,missing
2021-01-20,MI,Asian,Michigan,334300,8890,153,missing,missing
2021-01-20,MI,Black,Michigan,1376579,66397,3400,missing,missing
2021-01-20,MI,Multiracial,Michigan,635315,23424,227,missing,missing
2021-01-20,MI,Other,Michigan,221851,32258,383,missing,missing
2021-01-20,MI,Total,Michigan,10641753,589869,14770,missing,missing
2021-01-20,MI,White,Michigan,7444974,333440,9773,missing,missing
2021-01-20,MN,AIAN,Minnesota,68641,4289,83,410,missing
2021-01-20,MN,Asian,Minnesota,299190,19505,216,1317,missing
2021-01-20,MN,Black,Minnesota,398434,36273,292,2747,missing
2021-01-20,MN,Latinx,Minnesota,345640,40488,177,1967,missing
2021-01-20,MN,Multiracial,Minnesota,345721,6824,82,527,missing
2021-01-20,MN,NHPI,Minnesota,2918,501,6,26,missing
2021-01-20,MN,Other,Minnesota,168444,6126,20,210,missing
2021-01-20,MN,Total,Minnesota,6052134,449492,5979,23608,missing
2021-01-20,MN,White,Minnesota,4423146,296543,4987,14781,missing
2021-01-20,MO,AIAN,Missouri,30518,839,10,missing,missing
2021-01-20,MO,Asian,Missouri,133377,3799,49,missing,missing
2021-01-20,MO,Black,Missouri,699840,38347,766,missing,missing
2021-01-20,MO,Multiracial,Missouri,413171,88,1,missing,missing
2021-01-20,MO,NHPI,Missouri,9730,30,1,missing,missing
2021-01-20,MO,Other,Missouri,127942,61144,1318,missing,missing
2021-01-20,MO,Total,Missouri,6457981,441789,6461,missing,missing
2021-01-20,MO,White,Missouri,4740335,222264,3864,missing,missing
2021-01-20,MS,AIAN,Mississippi,16450,1936,99,missing,missing
2021-01-20,MS,Asian,Mississippi,32709,1154,17,missing,missing
2021-01-20,MS,Black,Mississippi,1084481,85293,2270,missing,missing
2021-01-20,MS,Latinx,Mississippi,105220,5641,53,missing,missing
2021-01-20,MS,Other,Mississippi,56860,9157,79,missing,missing
2021-01-20,MS,Total,Mississippi,3066499,256827,5638,missing,missing
2021-01-20,MS,White,Mississippi,1658893,120185,2975,missing,missing
2021-01-20,MT,AIAN,Montana,67612,7622,200,498,missing
2021-01-20,MT,Asian,Montana,8300,289,missing,missing,missing
2021-01-20,MT,Black,Montana,5484,388,missing,22,missing
2021-01-20,MT,Other,Montana,14089,6321,76,missing,missing
2021-01-20,MT,Total,Montana,1129424,90255,1094,3846,missing
2021-01-20,MT,White,Montana,916524,54533,617,2592,missing
2021-01-20,NC,AIAN,North Carolina,130032,9146,85,missing,missing
2021-01-20,NC,Asian,North Carolina,343051,10491,94,missing,missing
2021-01-20,NC,Black,North Carolina,2140217,113896,1984,missing,missing
2021-01-20,NC,Other,North Carolina,617390,77159,521,missing,missing
2021-01-20,NC,Total,North Carolina,11557984,690912,8200,missing,missing
2021-01-20,NC,White,North Carolina,6488459,348506,5072,missing,missing
2021-01-20,ND,AIAN,North Dakota,38914,4118,missing,missing,missing
2021-01-20,ND,Asian,North Dakota,13213,1284,missing,missing,missing
2021-01-20,ND,Black,North Dakota,26783,2763,missing,missing,missing
2021-01-20,ND,Multiracial,North Dakota,41940,1206,missing,missing,missing
2021-01-20,ND,Other,North Dakota,11382,25,missing,missing,missing
2021-01-20,ND,Total,North Dakota,812506,96222,1409,missing,missing
2021-01-20,ND,White,North Dakota,645938,52206,missing,missing,missing
2021-01-20,NE,AIAN,Nebraska,23102,1183,23,89,missing
2021-01-20,NE,Asian,Nebraska,52951,2689,25,129,missing
2021-01-20,NE,Black,Nebraska,96535,4892,56,293,missing
2021-01-20,NE,NHPI,Nebraska,1534,214,1,12,missing
2021-01-20,NE,Other,Nebraska,105167,3620,22,161,missing
2021-01-20,NE,Total,Nebraska,2196219,184482,1862,5632,missing
2021-01-20,NE,White,Nebraska,1538052,97876,1233,4006,missing
2021-01-20,NH,AIAN,New Hampshire,3031,63,1,missing,missing
2021-01-20,NH,Asian,New Hampshire,35871,765,7,35,missing
2021-01-20,NH,Black,New Hampshire,20127,824,12,38,missing
2021-01-20,NH,Latinx,New Hampshire,59454,3716,20,95,missing
2021-01-20,NH,Multiracial,New Hampshire,77742,272,0,missing,missing
2021-01-20,NH,NHPI,New Hampshire,453,0,0,missing,missing
2021-01-20,NH,Other,New Hampshire,24102,1679,4,19,missing
2021-01-20,NH,Total,New Hampshire,1436983,59437,950,976,missing
2021-01-20,NH,White,New Hampshire,1216203,28427,740,725,missing
2021-01-20,NJ,Asian,New Jersey,950090,22596,1042,2436,missing
2021-01-20,NJ,Black,New Jersey,1219770,53583,3339,9787,missing
2021-01-20,NJ,Latinx,New Jersey,2002575,126865,3849,13910,missing
2021-01-20,NJ,Other,New Jersey,1048641,81556,588,3351,missing
2021-01-20,NJ,Total,New Jersey,11291569,641140,20664,55007,missing
2021-01-20,NJ,White,New Jersey,5112280,198874,11036,21615,missing
2021-01-20,NM,AIAN,New Mexico,212241,27263,859,3437,missing
2021-01-20,NM,Asian,New Mexico,37469,1359,23,107,missing
2021-01-20,NM,Black,New Mexico,45904,1956,42,116,missing
2021-01-20,NM,Latinx,New Mexico,1010811,70214,1125,3893,missing
2021-01-20,NM,NHPI,New Mexico,2093,missing,missing,19,missing
2021-01-20,NM,Other,New Mexico,318632,missing,missing,194,missing
2021-01-20,NM,Total,New Mexico,3128333,165835,3009,11280,missing
2021-01-20,NM,White,New Mexico,1078937,25886,867,1951,missing
2021-01-20,NV,AIAN,Nevada,43932,1325,42,missing,10297
2021-01-20,NV,Asian,Nevada,272703,20681,439,missing,88813
2021-01-20,NV,Black,Nevada,304739,19885,362,missing,122279
2021-01-20,NV,Latinx,Nevada,890257,93595,922,missing,216242
2021-01-20,NV,Other,Nevada,435757,33673,7,missing,240697
2021-01-20,NV,Total,Nevada,3994871,265143,3863,missing,1287155
2021-01-20,NV,White,Nevada,1588463,95981,2087,missing,608824
2021-01-20,NY,Asian,New York,1933127,missing,2454,6054,missing
2021-01-20,NY,Black,New York,2986172,missing,8587,19325,missing
2021-01-20,NY,Latinx,New York,3948032,missing,8839,23024,missing
2021-01-20,NY,Other,New York,2210633,missing,2469,missing,missing
2021-01-20,NY,Total,New York,24149281,1271451,41849,89995,missing
2021-01-20,NY,White,New York,11143349,missing,14061,17248,missing
2021-01-20,OH,AIAN,Ohio,30720,931,8,57,missing
2021-01-20,OH,Asian,Ohio,298509,11658,66,552,missing
2021-01-20,OH,Black,Ohio,1478781,88139,1269,8157,missing
2021-01-20,OH,Multiracial,Ohio,681372,20329,206,1548,missing
2021-01-20,OH,NHPI,Ohio,5034,608,4,51,missing
2021-01-20,OH,Other,Ohio,224344,47293,121,1171,missing
2021-01-20,OH,Total,Ohio,12320756,842433,10409,44009,missing
2021-01-20,OH,White,Ohio,9080688,485676,8097,30036,missing
2021-01-20,OK,AIAN,Oklahoma,332791,35404,276,missing,missing
2021-01-20,OK,Asian,Oklahoma,90949,6599,45,missing,missing
2021-01-20,OK,Black,Oklahoma,289961,19407,192,missing,missing
2021-01-20,OK,Other,Oklahoma,214001,11959,87,missing,missing
2021-01-20,OK,Total,Oklahoma,4431284,360360,3085,missing,missing
2021-01-20,OK,White,Oklahoma,2514885,204737,2218,missing,missing
2021-01-20,OR,AIAN,Oregon,62993,2428,33,195,missing
2021-01-20,OR,Asian,Oregon,194538,4262,55,273,missing
2021-01-20,OR,Black,Oregon,82655,3262,39,235,missing
2021-01-20,OR,Multiracial,Oregon,443339,2151,38,133,missing
2021-01-20,OR,NHPI,Oregon,19204,1219,17,131,missing
2021-01-20,OR,Other,Oregon,265431,32152,145,1339,missing
2021-01-20,OR,Total,Oregon,4826013,135142,1832,7387,missing
2021-01-20,OR,White,Oregon,3169096,63967,1204,4409,missing
2021-01-20,PA,Asian,Pennsylvania,510501,13040,308,missing,missing
2021-01-20,PA,Black,Pennsylvania,1423169,68297,2464,missing,missing
2021-01-20,PA,Other,Pennsylvania,508531,7276,658,missing,missing
2021-01-20,PA,Total,Pennsylvania,14052315,783170,19868,missing,missing
2021-01-20,PA,White,Pennsylvania,9750687,382560,15527,missing,missing
2021-01-20,PR,Total,Puerto Rico,6534917,88513,1717,missing,missing
2021-01-20,RI,AIAN,Rhode Island,7385,221,1,12,4428
2021-01-20,RI,Asian,Rhode Island,38961,1869,31,130,7238
2021-01-20,RI,Black,Rhode Island,62168,6529,92,527,16035
2021-01-20,RI,Latinx,Rhode Island,182101,27224,172,1671,47603
2021-01-20,RI,Multiracial,Rhode Island,101794,891,1,26,381
2021-01-20,RI,NHPI,Rhode Island,536,0,0,0,479
2021-01-20,RI,Other,Rhode Island,103615,1616,1,107,18219
2021-01-20,RI,Total,Rhode Island,1279480,107876,2058,7720,707198
2021-01-20,RI,White,Rhode Island,782920,45443,1479,3233,187119
2021-01-20,SC,Asian,South Carolina,90466,3797,42,139,missing
2021-01-20,SC,Black,South Carolina,1280531,83207,1809,6161,missing
2021-01-20,SC,Other,South Carolina,177876,41808,210,874,missing
2021-01-20,SC,Total,South Carolina,5471263,399843,6328,16689,missing
2021-01-20,SC,White,South Carolina,3243442,178219,3373,8330,missing
2021-01-20,SD,AIAN,South Dakota,77748,12671,221,1191,missing
2021-01-20,SD,Asian,South Dakota,13476,1301,16,66,missing
2021-01-20,SD,Black,South Dakota,17842,2211,7,119,missing
2021-01-20,SD,Latinx,South Dakota,38741,3589,19,146,missing
2021-01-20,SD,Other,South Dakota,15057,1975,16,78,missing
2021-01-20,SD,Total,South Dakota,925408,106063,1667,6109,missing
2021-01-20,SD,White,South Dakota,715336,74732,1278,4191,missing
2021-01-20,TN,AIAN,Tennessee,28044,880,9,missing,missing
2021-01-20,TN,Asian,Tennessee,135615,5829,41,missing,missing
2021-01-20,TN,Black,Tennessee,1092948,86780,1517,missing,missing
2021-01-20,TN,NHPI,Tennessee,4115,467,4,missing,missing
2021-01-20,TN,Other,Tennessee,246282,57213,288,missing,missing
2021-01-20,TN,Total,Tennessee,7390027,694291,8556,missing,missing
2021-01-20,TN,White,Tennessee,4990938,412767,6290,missing,missing
2021-01-20,TX,Asian,Texas,1585480,913,595,missing,missing
2021-01-20,TX,Black,Texas,3552997,11296,3038,missing,missing
2021-01-20,TX,Latinx,Texas,11441717,26631,15286,missing,missing
2021-01-20,TX,Other,Texas,3951366,346,167,missing,missing
2021-01-20,TX,Total,Texas,40587222,2166283,32844,missing,missing
2021-01-20,TX,White,Texas,14609365,21537,12344,missing,missing
2021-01-20,UT,AIAN,Utah,41644,4472,62,405,20638
2021-01-20,UT,Asian,Utah,80438,6219,46,294,34632
2021-01-20,UT,Black,Utah,40058,4369,16,219,24046
2021-01-20,UT,Latinx,Utah,492912,70496,239,2931,242765
2021-01-20,UT,NHPI,Utah,36930,8110,49,702,27807
2021-01-20,UT,Other,Utah,220120,23907,102,1016,115791
2021-01-20,UT,Total,Utah,3764528,328380,1517,12729,1998941
2021-01-20,UT,White,Utah,2573413,205467,999,7830,1277710
2021-01-20,VA,AIAN,Virginia,40007,564,10,18,missing
2021-01-20,VA,Asian,Virginia,615436,14640,206,886,missing
2021-01-20,VA,Black,Virginia,1607581,75289,1345,5550,missing
2021-01-20,VA,Latinx,Virginia,908749,65801,432,4059,missing
2021-01-20,VA,Multiracial,Virginia,705707,4915,68,176,missing
2021-01-20,VA,Other,Virginia,446650,13054,64,414,missing
2021-01-20,VA,Total,Virginia,9540142,455591,5861,20231,missing
2021-01-20,VA,White,Virginia,5208856,179665,3539,8441,missing
2021-01-20,VT,AIAN,Vermont,2289,12,1,missing,missing
2021-01-20,VT,Asian,Vermont,11549,537,4,missing,missing
2021-01-20,VT,Black,Vermont,9034,494,1,missing,missing
2021-01-20,VT,Other,Vermont,5247,209,2,missing,missing
2021-01-20,VT,Total,Vermont,658581,10471,165,missing,missing
2021-01-20,VT,White,Vermont,577751,8200,145,missing,missing
2021-01-20,WA,AIAN,Washington,121468,2353,80,200,missing
2021-01-20,WA,Asian,Washington,730596,10319,284,741,missing
2021-01-20,WA,Black,Washington,307565,8869,125,554,missing
2021-01-20,WA,Latinx,Washington,1059213,55388,475,2400,missing
2021-01-20,WA,Multiracial,Washington,836659,4746,45,185,missing
2021-01-20,WA,NHPI,Washington,64933,3120,65,319,missing
2021-01-20,WA,Other,Washington,513140,2605,57,199,missing
2021-01-20,WA,Total,Washington,8764494,294017,3940,16848,missing
2021-01-20,WA,White,Washington,5130920,77977,2798,5167,missing
2021-01-20,WI,AIAN,Wisconsin,60428,7058,80,353,missing
2021-01-20,WI,Asian,Wisconsin,175702,13660,110,495,missing
2021-01-20,WI,Black,Wisconsin,376256,37335,412,2740,missing
2021-01-20,WI,Latinx,Wisconsin,447290,missing,missing,2227,missing
2021-01-20,WI,Other,Wisconsin,182054,31252,105,280,missing
2021-01-20,WI,Total,Wisconsin,6341008,573119,6035,23363,missing
2021-01-20,WI,White,Wisconsin,4737545,436829,5116,16235,missing
2021-01-20,WV,Black,West Virginia,65813,2542,25,missing,missing
2021-01-20,WV,Multiracial,West Virginia,84944,145,2,missing,missing
2021-01-20,WV,Other,West Virginia,12919,1830,19,missing,missing
2021-01-20,WV,Total,West Virginia,1828543,111677,1836,missing,missing
2021-01-20,WV,White,West Virginia,1610749,68839,1248,missing,missing
2021-01-20,WY,AIAN,Wyoming,13898,2031,45,missing,missing
2021-01-20,WY,Asian,Wyoming,5212,244,5,missing,missing
2021-01-20,WY,Black,Wyoming,5232,379,2,missing,missing
2021-01-20,WY,Latinx,Wyoming,59046,3843,44,missing,missing
2021-01-20,WY,NHPI,Wyoming,579,127,1,missing,missing
2021-01-20,WY,Other,Wyoming,20083,1383,6,missing,missing
2021-01-20,WY,Total,Wyoming,635897,50124,550,missing,missing
2021-01-20,WY,White,Wyoming,488374,25285,460,missing,missing
2021-01-24,AK,AIAN,Alaska,111575,11160,97,313,missing
2021-01-24,AK,Asian,Alaska,44032,2104,27,112,missing
2021-01-24,AK,Black,Alaska,21898,1380,9,46,missing
2021-01-24,AK,Multiracial,Alaska,89524,4094,2,69,missing
2021-01-24,AK,NHPI,Alaska,12698,1430,16,119,missing
2021-01-24,AK,Other,Alaska,18272,6617,0,47,missing
